Business Name,Category,City,Phone Number,Website,Email
142 Restaurant,Restaurant,Milano,,https://www.142.restaurant/,
Meatball Family,Restaurant,Milano,+39 02 45471809,https://themeatballfamily.com/,ptagenova@themeatballfamily.com
Da Teresa e Patrizia,Restaurant,Milano,+39 328 4278803,,
Casa del Ramen,Restaurant,Milano,,https://casadelramen.com/,casadelramenmilano@gmail.com
Mare culturale urbano food hub Cascina Merlata,Restaurant,Milano,,https://maremilano.org/mfh_locations/cascina-merlata/,
Pizzeria Starita,Restaurant,Milano,+39 02 33602532,https://pizzeriestarita.it/location/milano/,
Chatulle,Restaurant,Milano,,https://www.chatulle.it/,info@chatulle.it
L'Arabesque,Restaurant,Milano,,https://larabesque.net/cafe/,cafe@larabesque.net
Den,Restaurant,Milano,+39 02 36601388,,
Borgonuovo 26,Restaurant,Milano,+39 02 84170982,http://www.borgonuovo26.it/,
Mammina,Restaurant,Milano,,https://www.mammina.com,
100 Montaditos,Restaurant,Milano,+39 339 175 4852,,
Il Mosto Selvatico,Restaurant,Milano,+390289406172,https://www.ilmostoselvatico.com/,ristoranteilmostoselvatico@yahoo.it
DaDa in Taverna,Restaurant,Milano,,https://dadaintaverna.com/,
Organic,Restaurant,Milano,+39 02 36632794,https://organicpizzaandfood.com/,info@organicpizzaandfood.com
Due Tradizioni,Restaurant,Milano,+39 02 83956 77,https://www.duetradizioni.it/contatti/,duetradizioni@gmail.com
Pasto - Laboratorio di pasta con cucina,Restaurant,Milano,+39 389 0356309,https://m.facebook.com/pastomilano/?locale2=it_IT,
Il Santo Bevitore,Restaurant,Milano,+39 02 331 3350,http://www.ilsantobevitoremilano.it,
Erba Brusca,Restaurant,Milano,+390287380711,https://www.erbabrusca.it,erbabrusca-logo-final_a41da350-53af-42cd-9245-6c511f742e09_120x@2x.png
Stelvio,Restaurant,Milano,+39 02 89288660,http://www.stelviomilano.it,isola@stelviomilano.it
Sacco e farina,Restaurant,Milano,,https://saccoefarina.com/,milano@saccoefarina.com
Tite,Restaurant,Milano,,https://titemilano.it/,
Altrove Restaurant,Restaurant,Milano,+39 02 45409564,https://altrove-restaurant-milano.eatbu.com/,
Cantun,Restaurant,Milano,,https://www.cantun.it/,polibio@cantun.it
Feel,Restaurant,Milano,+39 02 3451669,https://www.feelfusion.it/,info@feelfusion.it
Shanti,Restaurant,Milano,,https://shanti-ristorante-indiano.business.site/,
Il Lughino,Restaurant,Milano,+39 02 6598972,http://lughino.it/,
Pastellão,Restaurant,Milano,+39 333 9901959,https://www.trieste.pizza,
Stendhal,Restaurant,Milano,,https://www.osteriastendhal.it/,
Giannino,Restaurant,Milano,+39 02 36519520,https://www.gianninoristorante.it/,info@gianninoristorante.it
La Gyozeria,Restaurant,Milano,,https://lagyozeria.com/,
Volti,Restaurant,Milano,,https://www.volti-milano.com/,info@volti-milano.com
Oca giuliva,Restaurant,Milano,+39 02 58312871,https://www.ocagiulivamilano.it/,
Maui,Restaurant,Milano,+39 02 91572898,https://www.mauipoke.it/,info@mauipoke.it
Ristorante Pizzeria Moonlight,Restaurant,Milano,,https://www.ristorantemoonlight92.it/,
Fabregas,Restaurant,Milano,+39 02 84131363,http://www.fabregasmilano.it/,info@fabregasmilano.it
Sensei,Restaurant,Milano,+39 02 89093390,http://www.senseifusion.it/,
Basara,Restaurant,Milano,+390283241025,https://basaramilano.it/it/dove-siamo/ristoranti/milano-via-tortona/,
Suprême,Restaurant,San Donato Milanese,+39 025276153,https://supreme2023.wixsite.com/supreme,mangiebevisrl@gmail.com
Faccio Cose Vedo Gente,Restaurant,Milano,+39 02 4966 7641,http://www.facciocosevedogente.com,info@facciocosevedogente.com
L'Agristorante,Restaurant,Milano,+39 02 5523 14555,,
Picanha's,Restaurant,Milano,+39 02 39214408,http://www.picanhaschurrascaria.com/,info@picanhaschurrascaria.com
Trattoria popolare,Restaurant,Milano,,https://www.trattoriapopolaremilano.it/,
A' Riccione Bistrot,Restaurant,Milano,,https://www.ariccionemilano.it/ariccione-bistrot/,info@ariccionebistrot.it
Usaghi,Restaurant,Milano,+39023494372,,
Ciciarà,Restaurant,Milano,+390284178681,https://www.ciciara.it/,
The grill,Restaurant,Milano,+390247762286,https://www.thegrilldelivery.it/,thegrillmilano@gmail.com
El Paso de los Toros,Restaurant,Milano,+39 02 2049870,https://www.elpasodelostoros.it/,info@elpasodelostoros.it
Belluccio's,Restaurant,Milano,,http://www.belluccio.it/,info@belluccio.it
Note di Cucina,Restaurant,Milano,,https://www.notedicucina.it/,info@notedicucina.it
La Maniera di Carlo,Restaurant,Milano,+39 02 76024261,https://www.lamanieradicarlo.it/,
CIK Fried Chicken,Restaurant,Milano,,https://www.cikchicken.com,
Il pomodorino,Restaurant,Milano,+3902422297556,http://www.ilpomodorino.net/,
Momento,Restaurant,Milano,,https://www.momentomilano.it/,
Stefano Il Marchegiano,Restaurant,Milano,+390233001863,https://www.stefanoilmarchigiano.com/,info@stefanoilmarchigiano.com
LùBar,Restaurant,Milano,+390283527769,https://www.lubar.it/,care@lubar.it
Lo Spaccio,Restaurant,Milano,,https://www.lospaccio.restaurant,info@lospaccio.restaurant
Il Capestrano – Ristorante abruzzese,Restaurant,Milano,+39 02 569 3345,https://www.ilcapestrano.it/,info@ilcapestrano.it
Baslòtt,Restaurant,San Donato Milanese,+39 3755535245,https://baslott.it/,
SottoSopra,Restaurant,Milano,+39 02 647 3909,,
Locale,Restaurant,Milano,+39 02 36588110,http://localecento.it/,
Rebetiko,Restaurant,Milano,+39 02 39542148,http://www.tavernagrecarebetiko.it/,info@tavernagrecarebetiko.it
Tara,Restaurant,Milano,+39 02 3451635,https://www.ristorantetara.it/,info@ristorantetara.it
Ten to Ten,Restaurant,Milano,+39 02 317811,,
Pisco,Restaurant,Milano,+39 02 33605057,https://www.piscomilano.com/,info@piscomilano.com
Mi Sushi,Restaurant,Milano,+39 333 2090336,https://misushi.eatbu.com/?lang=it,
Pasta d'Autore,Restaurant,Milano,,https://pastadautoremilano.it/,info@pastadautoremilano.it
Berberè,Restaurant,Milano,,https://www.berberepizza.it/,Raggruppa-277@2x.png
Wok on the Go,Restaurant,Milano,,https://www.wokonthegomilano.com/,
Cinnamon restaurant,Restaurant,Milano,+390236633066,https://www.ristorantecinnamon.it/,cinnamonres@gmail.com
Identità golose,Restaurant,Milano,,https://www.identitagolosemilano.it/,
10 Corso Como,Restaurant,Milano,,http://www.10corsocomo.com/cafe/,
Da noi si mangia,Restaurant,Milano,+39 02 3932 0186,,
Top Pan Wok,Restaurant,Milano,+3902468709;+393925222970,https://toppan.eatbu.com/?lang=it,hurongxuan66@gmail.com
Insubria,Restaurant,Milano,3663092367,,
L’isola del Tesoro,Restaurant,Milano,+390258307003;+393388524728,http://www.isoladeltesoro.net/,info@isoladeltesoro.net
Rosticceria Palazzi,Restaurant,Milano,+39 02 2047374,,
Sun,Restaurant,Milano,,https://www.ristorantesushisun.it/,
Gastronomia Yamamoto,Restaurant,Milano,,https://www.gastronomiayamamoto.it/,ciao@gastronomiayamamoto.it
40 Pizza e Cucina,Restaurant,Milano,+39 02 29400061,,
Taverna Visconti,Restaurant,Milano,+39 02 798334,https://www.tavernavisconti.it/,marziale@tavernavisconti.it
CONCH,Restaurant,Milano,+39233601354,,conchrestaurant@gmail.com
Pasta&Mi,Restaurant,Milano,+39 345 4738983,https://pastaemi.it/,
Le Follie,Restaurant,Milano,+39 02 3931 1621,,
Obicà Centrale,Restaurant,Milano,+39 02 66986533,,
Isola dei Sapori,Restaurant,Milano,+39 02 54100708,https://www.ristoranteisoladeisapori.com/,54100708info@ristoranteisoladeisapori.com
Gemelli Diversi,Restaurant,Milano,+39 02 406724,http://www.ristorantegemellidiversi.it,info@ristorantegemellidiversi.it
Carlsberg Øl,Restaurant,Milano,+29 02 655 5560,https://www.carlsbergol.it,info@carlsbergol.it
Fusho,Restaurant,Milano,,https://www.fusho.it/,
Zakuro,Restaurant,Milano,+390248195468,https://zakuromilano.eatbu.com/,prenotazionizakuro@gmail.com
Mao Hunan,Restaurant,Milano,+39 02 49787361,,
Sant’Eustorgio,Restaurant,Milano,+390258101396,https://www.ristorantesanteustorgio.it/,info@sant-eustorgio.it
Red Bistrot Libreria,Restaurant,Milano,+39024986472,https://www.lafeltrinelli.it/fcom/it/home/pages/puntivendita/negozi/trova/Milano/RED-Milano-CityLife.html,nome.cognome@mail.com
Bomaki CityLife,Restaurant,Milano,+39-02-436-254,https://www.bomaki.it,
Il Riccio di Mare,Restaurant,Milano,,https://www.ilricciodimare.com,ilricciodimare@hotmail.it
Made in Corvetto - Cucina di quartiere,Restaurant,Milano,+393421897969,https://madeincorvetto.it,madeincucina@lastrada.it
Hall of Fame,Restaurant,Milano,+39 02 36705187,,
New tentacoli,Restaurant,Milano,+39 02 58318470,https://www.newtentacoli.it/,newtentacoli@hotmail.it
Al Gargano,Restaurant,Milano,+39 02 289 6271,,
O' Surdato 'Nnammurato,Restaurant,Milano,+3902 8905 8040,,
Homu,Restaurant,Milano,+390287064421;+393928562672,https://www.homumilano.it/,
Ristorante Wu,Restaurant,Milano,+39024046944,https://www.ristorantewu.com,info.saronno@ristorantewu.com
El Carbonazo,Restaurant,Milano,+393803691481,,
Ristorante El Norteño,Restaurant,Milano,+393248333769,https://www.facebook.com/ElNortenoPeru,
Ristorante  La Versilia,Restaurant,Milano,Milan 02-433870,,
Overjoy,Restaurant,Milano,+39 02 688 3513,,
In Veranda,Restaurant,Milano,+39 02 6552219,,
Bomaki Sanzio,Restaurant,Milano,+39 0239563318,https://www.bomaki.it/,
Yu Zhou,Restaurant,Milano,+39024813588,,
Antica Pizzeria Leone,Restaurant,Milano,+390248001829,https://www.facebook.com/Antica-Pizzeria-Leone-710395012403147/,
Lievità,Restaurant,Milano,+39 02 40701454,https://www.pizzeria-lievita.com/,
Novecento,Restaurant,Milano,+393519828581,https://www.novecentoravizza.it/,novecento.ravizza@gmail.com
Bottega Lucia,Restaurant,Milano,+39024814295,http://www.bottegalucia.eu/,
Ristorante da Gaspare,Restaurant,Milano,+390248006409,https://www.ristorantedagaspare.com/,
Latteria Maffucci,Restaurant,Milano,+39 340 380 3939,,
Ovino,Restaurant,Milano,,https://osteriaovino.com/,
Genè Milano,Restaurant,Milano,+393801762161,,
Basement,Restaurant,Milano,+39 02 30322850,https://www.basementmilano.it/,basement@camperio.com
Mamma Farina,Restaurant,Milano,,https://www.mammafarina.it/,
Quasilocanda,Restaurant,Milano,+390228092209,http://www.quasilocanda.com,
Yuebinlou,Restaurant,Milano,+39 02 36504611,,
Maré,Restaurant,Milano,,https://mareconlaccento.it/milano/mare-milano/,milano@mareconlaccento.it
Fiume d'argento,Restaurant,Milano,+39028375006,,
Assaje,Restaurant,Milano,+390243983226,https://www.assaje.it/,milano.baracca@assaje.it
Soffice,Restaurant,Milano,+39 02 32933592,https://sofficealtrancio.it/,
La filetteria italiana,Restaurant,Milano,,https://www.lafiletteriaitaliana.it/,
Cruditè,Restaurant,Milano,,https://cruditemilano.it/,
Marina,Restaurant,Milano,,https://www.ristorantemarinamilano.it/,info@ristorantemarinamilano.it
Trattoria della Gloria,Restaurant,Milano,+39 02 45474710,https://www.trattoriadellagloria.it/,
B di bistrot,Restaurant,Milano,+390296845204,https://www.bdibistrot.it/,vachipibistrot@hotmail.com
Wafu,Restaurant,Milano,,https://www.wafumilano.it/,
Donna Assunta 1954,Restaurant,Milano,,https://donnaassunta1954.it,donnaassunta1954@gmail.com
Spirit de Milan,Restaurant,Milano,+39 366 721 5569,https://spiritdemilan.it/,festeggia@spiritdemilan.it
Nonna Maria,Restaurant,Milano,,https://www.nonnamariaosteria.it/,info@nonnamariaosteria.it
Sa Mesa,Restaurant,Milano,,https://www.ristorantesamesa.it,info@ristorantesamesa.it
Ristorante Pizzeria Aurora,Restaurant,Milano,+39 02 5518 4433,,
Kam's,Restaurant,Milano,+39 377 883 3818,https://kams.eatbu.com/?lang=it,
Bianca,Restaurant,Milano,+390245409037,https://www.ristorantebianca.com/,info@ristorantebianca.com
Acqua Pazza,Restaurant,Milano,+39024812004,https://www.acquapazza.eu,info@acquapazza.eu
Savana,Restaurant,Milano,+39 366 4073136,https://www.savanaeritreo.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Amunì,Restaurant,Milano,+390249702146,https://www.facebook.com/amunipizzeriaetrattoriasicula/,
Casa del Ramen,Restaurant,Milano,+390258111459,https://casadelramen.com/,casadelramenmilano@gmail.com
Yifan,Restaurant,Milano,+393398630794,https://yifanmilano.it/,info@yifanmilano.it
Asian Flavor,Restaurant,Milano,+390289406084,https://ramendimsum.it/,info@ramendimsum.it
Sciuè,Restaurant,Milano,+390248003029,https://www.sciue.it/solari/,
Organya - The Italian Bowl,Restaurant,Milano,+39  02 38316982,https://www.organya.it/,sanzio@organya.it
Vanilla Bakery,Restaurant,Milano,+39 02 48102542,https://www.vanillabakery.it/,info@vanillabakery.it
Al Basilico,Restaurant,Milano,+39 0229516529,http://www.albasilicofresco.com,
Yi Pin Ramen,Restaurant,Milano,+393665963555,https://yipinramen.business.site/,
Miscusi,Restaurant,Milano,,https://www.miscusi.com/it/ristoranti/milano-stazione-centrale,
KiKi,Restaurant,Milano,+390267074212,,
Mido,Restaurant,Milano,+39 02 837 5249,,
Neta,Restaurant,Milano,+39 0233682024,https://netamilano.com/,info.netamelzo@gmail.com
Lm's Fusion Finest,Restaurant,Milano,,http://www.lmsrestaurant.it/,
Fashion Bar,Restaurant,Milano,+390287033554,,
Ichiro,Restaurant,Milano,+390297105979,,
Sevilla mia,Restaurant,Milano,,https://www.sevillamia.it/,info@sevillamia.it
Nico,Restaurant,Milano,+390286984006,,nicoristorante2020@gmail.com
Pizzeria Ciàpa sü e porta a cà,Restaurant,Milano,,https://www.ciapasueportaacamilano.it/,
Trattoria Popolare,Restaurant,Milano,,,arci.traverso@gmail.com
Panini Di Mare Fishlab,Restaurant,Milano,,www.paninidimare.it,
Rakki sushi 2,Restaurant,Milano,+39 02 4871 4538,,
Mangiafuoco Bracerie,Restaurant,Segrate,+39 02 2133041,https://mangiafuocobracerie.com/,mangiafuocobracerie@gmail.com
Pizzeria da mamma Dina,Restaurant,Milano,+390245482837,,
Capperi... Che Pizza!,Restaurant,Milano,+39 02 87073392,https://www.capperichepizza.com/milano/,milano@capperichepizza.com
Capuano's,Restaurant,Milano,+39 02 84146228,https://capuanos.it,
N'ata Espressioni di pizza,Restaurant,Milano,+39 02 36587566,http://www.natapizza.it/,
Daniele,Restaurant,Milano,+39 02 8356442,https://www.pizzerianapoletanadaniele.it,
Lievità Pizzeria gourmet,Restaurant,Milano,+39 02 40701653,https://www.pizzeria-lievita.com,
Hegui Taste of Asia,Restaurant,Milano,02683297,http://www.hegui.one,
Pasta Fresca Brambilla,Restaurant,Milano,+39 02 29521359,,
Miscusi,Restaurant,Milano,,https://www.miscusi.com/it/ristoranti/milano-colonne,
Burro e Salvia Pasta Fresca,Restaurant,Milano,,http://www.pastafrescaburroesalvia.it/,
Joe's American,Restaurant,Milano,,https://joesamericanfactory.com/,
U Barba,Restaurant,Milano,+39 02 49406749,https://ubarba.it/bottega-genovese-milano/,
Da Fabione,Restaurant,Milano,+39 02 80020020,https://dafabione.it/,
Glauco,Restaurant,Milano,+390220241973,https://ristoranteglaucomilano.com/,
I Capatosta Viale Umbria,Restaurant,Milano,+39 02 8976 2377,https://www.icapatosta.it,icapatostamilano@gmail.com
Verogusto,Restaurant,Milano,+39 392 0355562,,
Altriménti,Restaurant,Milano,+39 02 82778751,https://www.altrimenti.eu/,info@altrimenti.eu
Noi pesce,Restaurant,Milano,+39 02 49530729,https://noipesce.it/,info@noipesce.it
Friarié,Restaurant,Milano,,https://www.friarie.com/,
Spank,Restaurant,Milano,+39 02 36580291,,
Scaletta,Restaurant,Milano,+390243986316,https://www.lascalettarestaurant.com/,info@lascalettarestaurant.com
Ramen a Mano,Restaurant,Milano,+39 02 3653 6559,ramenamano.it,
Antica Osteria del Mare,Restaurant,Milano,,https://www.anticaosteriadelmare.it/,info@anticaosteriadelmare.it
Sulle Nuvole,Restaurant,Milano,+39 02 69006955,https://www.sullenuvolemilano.com/,info@sullenuvolemilano.com
Ristorante Naviglio,Restaurant,Milano,+0039 028460840,http://www.ristorantenaviglio.it/,logo@2x.png
Del Ponte Bazzi Ristorante Pizzeria,Restaurant,Milano,+39 02 835 6312,https://ristorantedelponte.com/milano-viabazzi/,delpontebazzi@outlook.it
Dompé Milano,Restaurant,Milano,0236757920,https://dompemilano.it/,
Ichi station,Restaurant,Milano,+39 02 4967 9973,https://ichistation.it/,
Sushi Kòboo,Restaurant,Milano,+39 02 837 2608,http://sushi-koboo.com,
Pizzeria da Napo,Restaurant,Baranzate,+393298160229,https://www.instagram.com/pizzeria_da_napo/,
Ristorante Pizzeria La Primula,Restaurant,Milano,02 4800 7435,https://m.facebook.com/laprimulamilano/,
Rossopomodoro,Restaurant,Milano,+39 02 36755459,https://www.quandoo-partner.com/en?mid=WRxR8&cat=1,u002Fd32ad5863cfa4416b0c07e6f4c0242d4@sentry.io
La Risacca 6,Restaurant,Milano,+39 02 55181658,https://www.osterialarisacca6.it/,info@larisacca6.it
Ni Jia,Restaurant,Milano,+39 02 36565522,,
Jubin 2,Restaurant,Milano,+39 02 26 14 10 20,https://www.jubin2.com/,
Veranda,Restaurant,Milano,+39 02 39 98 03 78;+39 347 12 27 614,https://ristorante-veranda.it/,veranda.milano.ristorante@gmail.com
Kashima,Restaurant,Milano,+39 02 76 01 46 65;+39 338 56 58 223,https://www.kashimasushi.it/,
Ristorante Zhou,Restaurant,Milano,+39 02 27209985,,
California Bakery,Restaurant,Milano,+390245898572,https://www.californiabakery.it/,info@californiabakery.it
Pizza Ok,Restaurant,Milano,+39 327 9449919,,
Slice Milano,Restaurant,Milano,,https://slicemilano.it/,
Il moro,Restaurant,Milano,+39 02 27203454,http://www.ilmoro286.it/,info@ilmoro286.it
Pinocchio,Restaurant,Milano,+39 02 49762555,,pinocchio055@gmail.com
Rinconcito Huaralino,Restaurant,Milano,+39 02 39825050,,
Osteria del Pesce Azzurro,Restaurant,Milano,+39 02 42448371,,osteriadelpesceazzurro@gmail.com
Mahrani Mahal,Restaurant,Milano,+39 351 1870359,,
Friend Circle,Restaurant,Milano,+39 324 5685703,,
Pizzeria 4 Agosto,Restaurant,Milano,+39 02 2566917,,
Osteria Pizzeria 82,Restaurant,Milano,+39 02 45473552,,
Stella Marina,Restaurant,Milano,+39 02 39825176,,
Strippoli,Restaurant,Milano,+39 02 27209103,https://www.strippoli.it/,
Altatto,Restaurant,Milano,+39328664670,,
Bistro Aimo e Nadia,Restaurant,Milano,+390248026205,,
Bentoteca,Restaurant,Milano,+39340837453;+390284254626,https://www.bentoteca.com/,hello@bentoteca.com
Incontro Restaurant & Drink,Restaurant,Milano,,https://www.incontro.restaurant/,
La Bottega di Via Laghetto,Restaurant,Milano,+390282872329,,
Cantina Piemontese,Restaurant,Milano,+3902784618,https://www.cantina-piemontese.it/,cantinapiemontese@gmail.com
Valtellina 65,Restaurant,Milano,+39 339 19 48 057,,
Da Giannino 2,Restaurant,Milano,+39 02 2822203,http://www.dagianninolangolodabruzzo.it/,
IT,Restaurant,Milano,,https://www.itrestaurants.com/milan/#contacts,
Briciole,Restaurant,Milano,+39 02 2846575,,
Trattoria Conconi,Restaurant,Milano,+39 02 36755682,,
Jeonjo Bibimbap,Restaurant,Milano,+39 02 49526171,,
Pan Milano,Restaurant,Milano,,https://panmilano.com/,
That's Vapore,Restaurant,Milano,,https://www.thatsvapore.com/,irene@menuder-communication.it
Rossopomodoro,Restaurant,Milano,+39022593361,https://ristoranti.rossopomodoro.it/isolamilano-a566ab6691c4,
Takumi Ramen Kitchen,Restaurant,Milano,,https://takumiramenkitchenmilano.it/,
Nero9,Restaurant,Milano,,https://www.nero9milano.com/,nero9@SimonaBrunoPh-34-scaled.jpg
Spontini,Restaurant,Milano,+390243514223,https://asporto.spontinimilano.com/locations/3/menus/3,
Pizzeria Fang,Restaurant,Milano,+39 377 8827313,,
Mi casa,Restaurant,Milano,+39 327 2311593,,
Tri Ciucc,Restaurant,Milano,+39 351 9009608,,
Mercato Centrale,Restaurant,Milano,+39 02 3792 8400,https://www.mercatocentrale.it/milano/,info.milano@mercatocentrale.it
Sol y Luna,Restaurant,Milano,+39 02 36638491,https://solylunamexicangrill.com/,prenotazionisolyluna@gmail.com
Al Passeggero,Restaurant,Milano,+39 02 66712197,https://www.alpasseggero.it/,linhuan19820911@gmail.com
Fan sushi bar,Restaurant,Milano,+39 02 26827311,,
Sauris & Borc da Bria,Restaurant,Milano,+39 02 26825943,http://sauris-borcdabria.it/,
La schiscetta,Restaurant,Milano,+39 02 21590343,http://www.schiscettamilano.it/,
La masseria,Restaurant,Milano,+39 02 89697308,https://www.ristorantelamasseriamilano.com/,lamasseria19@gmail.com
Golfo di Policastro,Restaurant,Milano,+39 02 26411508,,
Muu House,Restaurant,Milano,+39 02 35991153,https://www.muuhouse.it/,info@muuhouse.it
Il pasto giusto,Restaurant,Milano,+39 02 2822744,,
Osteria Papà Nicola,Restaurant,Milano,+39 02 91477272,https://osteriapapanicolamilano.it,info@osteriapapanicola.it
Spago cafè,Restaurant,Milano,+390223056150,,
Gli Artigiani della Pizza,Restaurant,Milano,+39 02 3672 5108,https://www.artigianidellapizzamilano.it/,
Tripburger,Restaurant,Milano,,https://www.tripburger.it/,info@tripburger.it
Giacomo Arengario,Restaurant,Milano,,https://giacomomilano.com/,
La Luna piena,Restaurant,Milano,+39 02 29528240,https://osteriadellalunapiena.wordpress.com/,
Meatball Family,Restaurant,Milano,+39 02 6690297,https://themeatballfamily.com/centrale/,
Dispensa Emilia,Restaurant,Milano,+39 02 25062346,https://www.dispensaemilia.it/,
La stiva,Restaurant,Milano,+39 02 26143115,,
Abinaya ristorante indiano,Restaurant,Milano,375 673 6364,,
La Grande italia,Restaurant,Milano,+39 02 2152485,https://lagrandeitalia.it/,
Pepe & Sale,Restaurant,Milano,+390248004839,https://pepesalemilano.com/,
13 Giugno,Restaurant,Milano,+39 02 719654,https://www.13giugno.com/,info@13giugno.com
Taverna Calabiana,Restaurant,Milano,,http://www.tavernacalabiana.it/,
Sushi Cube,Restaurant,Milano,+39 02 36560913,https://www.sushicube.it/,
Al ritrovo,Restaurant,Milano,+39 02 31056880,,
Osteria Milanese Oss Bus,Restaurant,Milano,+39 02 3658 5273,https://ossbus.webnode.it/,contatto@esempio.it
Mieru Mieru,Restaurant,Milano,+39 02 89406320,https://www.mierumieru.it/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Lo smeraldo,Restaurant,Milano,,https://www.ristorantepizzerialosmeraldo.it/,hi@yourcompany.com
Tijuana Cafè 2.0,Restaurant,Milano,,https://www.tijuanacafe.info/,shop@tijuanacafe.info
Zotto,Restaurant,Milano,+39 02 4946 7765,,
Magnamm,Restaurant,Milano,+39 02 84342 906,https://magnamm.it/,
Levino,Restaurant,Milano,+39 02 49448281,http://www.levinomilano.it/,levinomilano@gmail.com
Coke,Restaurant,Milano,+39 02 839 4886,https://www.facebook.com/profile.php?id=100054340458491,
Tandoori Bites,Restaurant,Milano,,https://tandooribites-milano.it/,fdfb6bf0d26e476ca81a568ea5291234@o408587.ingest.sentry.io
Dhole,Restaurant,Milano,+39 345 3503133,http://dhole.it/,info@dhole.it
Particolare,Restaurant,Milano,+39 02 47755016,https://www.particolaremilano.com/,
Saigon,Restaurant,Milano,+39 02 55185947,https://www.lucaguelficompany.com/saigon-milano/,
Wond,Restaurant,Milano,+39 02 22175327,,
Soy,Restaurant,Milano,+39 02 5511883,https://www.soysushi.it/,
Carlotta Café,Restaurant,Milano,+390289546028,https://www.carlottacafe.it,info@carlottacafe.it
Noyi,Restaurant,Milano,,http://www.noyisushi.it/,
Moya,Restaurant,Milano,,https://moyajapanese.it/,fdfb6bf0d26e476ca81a568ea5291234@o408587.ingest.sentry.io
Ginza Sushi,Restaurant,Milano,,https://ginzasushimilano.it/,
Kaito,Restaurant,Milano,+39 02 36643670,https://www.kaitosushi.it/,info@kaitosushi.it
Fratelli Cavallaro,Restaurant,Milano,,https://fratelli-cavallaro.business.site/,
La palma,Restaurant,Milano,+39 02 36696095,,
Antica Focacceria San Francesco,Restaurant,Milano,+3902875411,,
Berberè,Restaurant,Milano,,https://www.berberepizza.it/,Raggruppa-277@2x.png
Woodstock 3,Restaurant,Milano,+39028373700,,
Filante,Restaurant,Milano,+39 02 43416280,https://filantepizza.com/filante-porta-genova/,
Duomi,Restaurant,Milano,,https://duomi-navigli.business.site/,
Pizzium,Restaurant,Milano,+39 02 49695366,https://www.pizzium.com/it/,
Mugen,Restaurant,Milano,,https://www.mugenmilano.com/,0@h.jpg
li-sei deli,Restaurant,Milano,+39 0249775083,https://lisei.it,liseimilano@gmail.com
Famoso Fusion,Restaurant,Milano,,http://www.famosofusion.com/,info@famosofusion.com
Osteria della Darsena,Restaurant,Milano,,https://www.osteriadarsena.it/,
Assaje,Restaurant,Milano,,https://www.assaje.it/,milano.casale@assaje.it
Antica Pizzeria da Giulio,Restaurant,Milano,,https://antica-pizzeria-da-giulio.eatbu.com/?lang=it,
Fratelli Ravioli,Restaurant,Milano,+39028361778,,
Bussarakham,Restaurant,Milano,+390289422415,https://www.bussarakham.com/,ristorantebussarakham@gmail.com
Macha Cafè,Restaurant,Milano,,https://www.machacafe.it/,
Hazama,Restaurant,Milano,+390209955972,https://www.ristorantehazama.com/,
Angelo's Bistrot,Restaurant,Milano,,https://www.angelos.it/,scrivi@angelos.it
Officina 37,Restaurant,Milano,,http://www.officina37.it/,
Grand Milano,Restaurant,Milano,,https://grandmilano-pizza-restaurant.business.site/,
'A Tarantella,Restaurant,Milano,+39 02 28510895,https://www.pizzeriaatarantella.it,
Strambio 6,Restaurant,Milano,+39027386124,https://www.strambiosei.it/,info@strambiosei.it
Acqua e Sale 2,Restaurant,Milano,+390223951312,https://osteria-acqua-e-sale-2.eatbu.com/,
Camillo Benso,Restaurant,Milano,,https://camillobenso.com/,
Harukasushi,Restaurant,Milano,,https://www.harukasushi.it/,
La Muccaccia,Restaurant,Milano,+390249718830,https://lamuccaccia.it/,info@lamuccaccia.it
Castelli Gourmet,Restaurant,Milano,,https://www.castelligourmet.it/,info@castelligourmet.it
Le Refuge,Restaurant,Milano,,http://www.lerefuge.it/,
Dou,Restaurant,Milano,,https://www.douasianpassion.com/,
Al Coltello,Restaurant,Milano,,https://www.ristorantealcoltello.it/,
Royal Garden,Restaurant,Milano,,https://www.ristoranteroyalgarden.com/,
Luna Rossa,Restaurant,Milano,,https://lunarossa-milano.it/,fdfb6bf0d26e476ca81a568ea5291234@o408587.ingest.sentry.io
Hayama,Restaurant,Milano,,https://www.hayama.it/,
La Darsena,Restaurant,Milano,,https://www.ladarsenaristorante.com/,
Da Trap,Restaurant,Milano,,http://www.ristorantetrap.com/,info@ristorantetrap.com
Kiosko Sushi & More,Restaurant,Milano,,https://www.kioskosushiandmore.it/,info@kioskosushiandmore.it
Bischeri,Restaurant,Milano,,https://www.bischerimilano.it/,%20bischerimilano@libero.it
Toyama,Restaurant,Milano,,https://www.sushitoyama.it/,
Ifu,Restaurant,Milano,,https://www.ifurestaurant.it/,
Bowls and more,Restaurant,Milano,+39 02 41407293,https://www.bowlsandmore.it/,delellis@bowlsandmore.it
Desco,Restaurant,Milano,,https://descomilano.it/,
House of Ronin,Restaurant,Milano,,https://www.houseofronin.it/it/venue/milano/,reservations@houseofronin.it
Remulass,Restaurant,Milano,,https://remulass.it/,
Arirang Plus,Restaurant,Milano,,https://www.arirang.it/,info@arirang.it
